Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Standalone Prospectus,Securities note,,,08/04/2015,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,08/04/2015,,SK5110000331-SK-SECN
Standalone Prospectus,Securities note,,,30/03/2015,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,01/04/2015,,SK5110000323 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,13/03/2015,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,20/03/2015,,SK5110000315 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,09/03/2015,SLOVAKIA,Debt with denomination < €100.000,HB REAVIS Finance SK II s.r.o. -  ,,,18/03/2015,,SK4120010554 séria 01
Standalone Prospectus,Securities note,,,13/02/2015,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,24/02/2015,,SK4120010349 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,13/02/2015,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,24/02/2015,,SK4120010455 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,13/02/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,18/03/2015,,SK4120010562 séria 01
Standalone Prospectus,Standalone prospectus,,,13/02/2015,SLOVAKIA,Debt with denomination < €100.000,"GEVORKYAN, s.r.o. -  ",,,20/02/2019,,SK4120014994
Standalone Prospectus,Standalone prospectus,,,10/02/2015,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,12/02/2015,,SK4120010505 séria 01
Standalone Prospectus,Securities note,,,15/01/2015,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,20/01/2015,,SK4120010299 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,14/01/2015,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,12/02/2015,,SK4120010406 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,11/12/2014,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,12/02/2015,,SK4120009069 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,11/12/2014,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,12/02/2015,,SK4120010026 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,11/12/2014,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,12/02/2015,,SK4120009432 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,08/12/2014,SLOVAKIA,Debt with denomination < €100.000,"J&T Global Finance V., s.r.o. -  ",,,15/12/2014,,SK4120010372 séria 01
Standalone Prospectus,Securities note,,,27/11/2014,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,12/12/2014,,SK5110000257 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,24/11/2014,SLOVAKIA,Debt with denomination < €100.000,"UniCredit Bank Czech Republic and Slovakia, a.s. pobočka zahraničnej banky -  ",,,12/12/2014,,SK4120010208 séria 01-SK-SECN
Base Prospectus,Base prospectus without Final terms,,,30/10/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/11/2014,,ODT-10800/2014-1
Standalone Prospectus,Securities note,,,29/10/2014,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,06/11/2014,,SK5110000240 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,22/10/2014,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,28/10/2014,,SK4120010281 séria 01
Standalone Prospectus,Securities note,,,13/10/2014,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,23/10/2014,,SK4120010315 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,09/10/2014,SLOVAKIA,Shares,"OTP Banka Slovensko, a.s. -  ",,,28/10/2014,CZECHIA,SK1110017532 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,29/09/2014,SLOVAKIA,Debt with denomination < €100.000,"UniCredit Bank Czech Republic and Slovakia, a.s. pobočka zahraničnej banky -  ",,,16/10/2014,,SK4120009903 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,25/09/2014,SLOVAKIA,Debt with denomination ≥ €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/09/2014,,SK41200010257 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,24/09/2014,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,30/09/2014,,SK5110000216 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,08/09/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,09/09/2014,,SK4120010224 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,20/08/2014,SLOVAKIA,Debt with denomination < €100.000,"Privatbanka, a.s. -  ",,,21/08/2014,,SK4120010174 séria 01
Standalone Prospectus,Standalone prospectus,,,19/08/2014,SLOVAKIA,Debt with denomination ≥ €100.000,HB REAVIS Finance SK  s.r.o. -  ,,,03/09/2014,,SK4120010166 séria 01
Standalone Prospectus,Securities note,,,05/08/2014,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,06/08/2014,,SK4120009820 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,22/07/2014,SLOVAKIA,Shares,BARDEJOVSKÉ KÚPELE a.s. -  ,,,08/08/2014,,SK1120004322 séria 01
Standalone Prospectus,Securities note,,,09/07/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,23/07/2014,,SK4120010109 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,08/07/2014,SLOVAKIA,Debt with denomination < €100.000,Fortbet Funding s.r.o. -  ,,,11/07/2014,,SK4120009739
Standalone Prospectus,Standalone prospectus,,,08/07/2014,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,23/07/2014,,SK4120010083 séria 01
Base Prospectus,Base prospectus without Final terms,,,02/06/2014,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,16/06/2014,,ODT-5401/2014-1
Standalone Prospectus,Standalone prospectus,,,30/05/2014,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,06/06/2014,,SK4120010018 séria 01
Standalone Prospectus,Standalone prospectus,,,30/05/2014,SLOVAKIA,Debt with denomination < €100.000,FPD Hotels & Hospitality a.s. -  ,,,17/06/2014,,SK4120009622 séria 01
Standalone Prospectus,Securities note,,,16/05/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,16/05/2014,,SK4120009986 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,11/05/2014,SLOVAKIA,Debt with denomination < €100.000,Fortbet Funding s.r.o. -  ,,,16/05/2014,,CZ0000000369
Standalone Prospectus,Standalone prospectus,,,11/05/2014,SLOVAKIA,Debt with denomination < €100.000,Fortbet Funding s.r.o. -  ,,,16/05/2014,,SK4120009853 séria 01
Standalone Prospectus,Securities note,,,24/04/2014,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,07/05/2014,,SK4120009705 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,24/04/2014,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,07/05/2014,,SK4120009838 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,22/04/2014,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,28/04/2014,,SK4120009929 séria 01
Standalone Prospectus,Securities note,,,03/04/2014,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,10/04/2014,,SK4120009580 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,27/03/2014,SLOVAKIA,Debt with denomination < €100.000,"Sberbank Slovensko, a.s. -  ",,,10/04/2014,,SK4120009713 séria 01-SK-SECN
Base Prospectus,Base prospectus without Final terms,,,18/03/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,20/03/2014,,ODT-2364/2014-1
Standalone Prospectus,Securities note,,,13/03/2014,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,26/03/2014,,SK4120009846 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,10/03/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,13/03/2014,,SK4120009861 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,25/02/2014,SLOVAKIA,Debt with denomination < €100.000,Fortbet Funding s.r.o. -  ,,,28/03/2014,,SK4120009556 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,24/02/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,27/02/2014,,SK4120009812 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,21/02/2014,SLOVAKIA,Shares,"Union poisťovňa, a.s. -  ",,,26/03/2014,,SK1110017201 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,17/02/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,20/02/2014,,SK4120009804 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,13/02/2014,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,20/02/2014,,SK4120009259 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,10/02/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,20/02/2014,,SK4120009796 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,04/02/2014,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,06/02/2014,,SK4120009770 séria 01
Standalone Prospectus,Standalone prospectus,,,28/01/2014,SLOVAKIA,Debt with denomination < €100.000,"Tatry moutain resorts, a.s. -  ",,,06/02/2014,,SK4120009614 séria 01
Standalone Prospectus,Standalone prospectus,,,21/01/2014,SLOVAKIA,Shares,GGE a.s. -  ,,,03/02/2014,POLAND,SK1120010865 séria 01
Standalone Prospectus,Securities note,,,15/01/2014,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009754 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,13/12/2013,SLOVAKIA,Debt with denomination < €100.000,CEETA a.s. -  ,,,03/02/2014,,SK4120009697 séria 01
Standalone Prospectus,Securities note,,,12/12/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,03/02/2014,,SK4120009424 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,12/12/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,03/02/2014,,SK4120009473 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,12/12/2013,SLOVAKIA,Debt with denomination < €100.000,"Tatry moutain resorts, a.s. -  ",,,03/02/2014,,SK4120009606 séria 01
Standalone Prospectus,Securities note,,,09/12/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009689 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,09/12/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009721 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,04/12/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009630 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,26/11/2013,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,06/02/2014,,SK4120009572 séria 01
Standalone Prospectus,Securities note,,,25/11/2013,SLOVAKIA,Debt with denomination < €100.000,"UniCredit bank Slovakia, a.s. -  ",,,03/02/2014,,SK4120009598 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,20/11/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,03/02/2014,,SK4120009440 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,14/11/2013,SLOVAKIA,Shares,"Sberbank Slovensko, a.s. -  ",,,03/02/2014,,SK1110017086 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,11/11/2013,SLOVAKIA,Shares,"Prima banka Slovensko, a.s. -  ",,,03/02/2014,,SK1110017037 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,08/11/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009564 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,29/10/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,03/02/2014,,SK4120009549 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,25/10/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"I.D.C. Holding, a.s. -  ",,,31/01/2014,,SK4120009374 séria 01
Standalone Prospectus,Standalone prospectus,,,25/10/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"I.D.C. Holding, a.s. -  ",,,31/01/2014,,SK4120009366 séria 01
Standalone Prospectus,Securities note,,,26/09/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,31/01/2014,,SK4120009481 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,12/09/2013,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,31/01/2014,,SK5110000141 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,12/09/2013,SLOVAKIA,Debt with denomination < €100.000,"Penta Funding Public, s.r.o. -  ",,,06/02/2014,,SK4120009465 séria 01
Standalone Prospectus,Securities note,,,27/08/2013,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,31/01/2014,,SK4120009101 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,26/08/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,31/01/2014,,SK4120009457 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,23/08/2013,SLOVAKIA,Debt with denomination < €100.000,"UniCredit bank Slovakia, a.s. -  ",,,30/01/2014,,SK4120007667 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,08/08/2013,SLOVAKIA,Debt with denomination < €100.000,"JOJ Media House,a.s. -  ",,,30/01/2014,,SK4120009382 séria 01
Standalone Prospectus,Securities note,,,06/08/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK4120009390 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,02/08/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,30/01/2014,,SK4120009184 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,16/07/2013,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK5110000125 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,15/07/2013,SLOVAKIA,Debt with denomination < €100.000,"JOJ Media House,a.s. -  ",,,03/09/2014,,SK4120009325 séria 01
Standalone Prospectus,Securities note,,,11/07/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,07/02/2014,,SK4120009317 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,26/06/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Všeobecná úverová banka, a.s. -  ",,,30/01/2014,,SK4120009093 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,18/06/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK4120009283 séria 01-SK-SECN
Standalone Prospectus,Standalone prospectus,,,14/06/2013,SLOVAKIA,Debt with denomination < €100.000,"J&T Global Finance III, s.r.o. -  ",,,30/01/2014,,SK4120009242 séria 01
Standalone Prospectus,Standalone prospectus,,,13/06/2013,SLOVAKIA,Debt with denomination < €100.000,CEETA a.s. -  ,,,30/01/2014,,SK4120009200 séria 01
Standalone Prospectus,Securities note,,,11/06/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK4120009275 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,07/06/2013,SLOVAKIA,Debt with denomination ≥ €100.000,"Tatra banka, a.s. -  ",,,30/01/2014,,SK4120009002 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,30/05/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK4120009218 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,28/05/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,30/01/2014,,SK4120009226 séria 01-SK-SECN
Base Prospectus,Base prospectus without Final terms,,,17/05/2013,SLOVAKIA,Debt with denomination < €100.000,"Všeobecná úverová banka, a.s. -  ",,,30/01/2014,,ODT-5149/2013-1
Standalone Prospectus,Securities note,,,03/05/2013,SLOVAKIA,Debt with denomination < €100.000,"UniCredit bank Slovakia, a.s. -  ",,,30/01/2014,,SK4120009051-SK-SECN
Standalone Prospectus,Securities note,,,20/03/2013,SLOVAKIA,Debt with denomination < €100.000,"Sberbank Slovensko, a.s. -  ",,,29/01/2014,,SK4120008970 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,19/03/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,29/01/2014,,SK4120009085 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,14/03/2013,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,29/01/2014,,SK4120008699 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,14/03/2013,SLOVAKIA,Debt with denomination < €100.000,"Tatra banka, a.s. -  ",,,29/01/2014,,SK4120008863 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,04/03/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008483 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,27/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008160 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,27/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008178 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,27/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120007105 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,27/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008467 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,26/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Sberbank Slovensko, a.s. -  ",,,10/02/2014,,SK4120008921 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,25/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008491 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,25/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120006339 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,25/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Československá obchodná banka, a.s. -  ",,,29/01/2014,,SK4120008475 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,21/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,29/01/2014,,SK4120009036 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,14/02/2013,SLOVAKIA,Derivative securities,"Slovenská sporiteľňa, a.s. -  ",,,29/01/2014,,SK5110000083 séria 01-SK-SECN
Standalone Prospectus,Securities note,,,11/02/2013,SLOVAKIA,Debt with denomination < €100.000,"Slovenská sporiteľňa, a.s. -  ",,,29/01/2014,,SK4120009028 séria 01-SK-SECN
