Prospectus Type,Document Type,Consideration offered,Last Passporting Date,Approval or filing date,Home Member State,Securities Type,Issuer(s) Name / LEI,ISIN,First Passporting Date,Last Update Date,Host Member State(s),National Document ID
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002026301,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002026491,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002026657,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027036,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027465,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027895,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027978,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002028000,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002028190,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002029081,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030170,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030253,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030337,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030410,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030683,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030766,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002030840,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002038900,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002039049,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002040567,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002040641,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044122,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044205,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044551,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044635,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002044718,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046176,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046259,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046333,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002015106,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002027382,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002028943,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Other,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002002120,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048115,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052653,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052570,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052307,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052224,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052141,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052067,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051929,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051846,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051762,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051689,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051333,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002051259,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049949,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049865,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049782,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049519,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002049352,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048891,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048545,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048461,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048388,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002048032,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047810,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047653,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002047497,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046929,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046762,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002046416,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045954,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045798,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045442,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045368,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045012,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002052810,,17/02/2022,,DK00128896
Base Prospectus,"Final terms, including the  summary of the individual issue annexed to them",Not applicable,,15/02/2022,DENMARK,Debt with denomination < €100.000,NORDEA KREDIT REALKREDITAKTIESELSKAB - 52990080NNXXLC14OC65,DK0002045608,,17/02/2022,,DK00128896
